date,component,value
2022-07-05,trend,106627.58
2022-07-05,seasonal,8.32
2022-07-05,residual,3902.96
2022-07-06,actual,110538.86
2022-07-06,trend,106952.65
2022-07-06,seasonal,-1.32
2022-07-06,residual,3587.53
2022-07-07,actual,110538.86
2022-07-07,trend,107277.71
2022-07-07,seasonal,-10.84
2022-07-07,residual,3271.99
2022-07-08,actual,110538.86
2022-07-08,trend,107602.78
2022-07-08,seasonal,-20.08
2022-07-08,residual,2956.16
2022-07-09,actual,110538.86
2022-07-09,trend,107927.85
2022-07-09,seasonal,-28.31
2022-07-09,residual,2639.32
2022-07-10,actual,106252.71
2022-07-10,trend,109628.72
2022-07-10,seasonal,27.86
2022-07-10,residual,-3403.87
2022-07-11,actual,106252.71
2022-07-11,trend,110718.79
2022-07-11,seasonal,18.05
2022-07-11,residual,-4484.13
2022-07-12,actual,106252.71
2022-07-12,trend,111808.86
2022-07-12,seasonal,8.32
2022-07-12,residual,-5564.47
2022-07-13,actual,106252.71
2022-07-13,trend,112898.92
2022-07-13,seasonal,-1.32
2022-07-13,residual,-6644.89
2022-07-14,actual,106252.71
2022-07-14,trend,113988.99
2022-07-14,seasonal,-10.84
2022-07-14,residual,-7725.44
2022-07-15,actual,106252.71
2022-07-15,trend,115079.06
2022-07-15,seasonal,-20.08
2022-07-15,residual,-8806.26
2022-07-16,actual,106252.71
2022-07-16,trend,116169.12
2022-07-16,seasonal,-28.31
2022-07-16,residual,-9888.11
2022-07-17,actual,126889.86
2022-07-17,trend,117454.1
2022-07-17,seasonal,27.86
2022-07-17,residual,9407.9
2022-07-18,actual,126889.86
2022-07-18,trend,119024.83
2022-07-18,seasonal,18.05
2022-07-18,residual,7846.98
2022-07-19,actual,126889.86
2022-07-19,trend,120595.55
2022-07-19,seasonal,8.32
2022-07-19,residual,6285.99
2022-07-20,actual,126889.86
2022-07-20,trend,122166.28
2022-07-20,seasonal,-1.32
2022-07-20,residual,4724.9
2022-07-21,actual,126889.86
2022-07-21,trend,123737.0
2022-07-21,seasonal,-10.84
2022-07-21,residual,3163.7
2022-07-22,actual,126889.86
2022-07-22,trend,125307.72
2022-07-22,seasonal,-20.08
2022-07-22,residual,1602.22
2022-07-23,actual,126889.86
2022-07-23,trend,126878.45
2022-07-23,seasonal,-28.31
2022-07-23,residual,39.72
2022-07-24,actual,129813.57
2022-07-24,trend,128823.34
2022-07-24,seasonal,27.86
2022-07-24,residual,962.37
2022-07-25,actual,129813.57
2022-07-25,trend,129392.43
2022-07-25,seasonal,18.05
2022-07-25,residual,403.09
2022-07-26,actual,129813.57
2022-07-26,trend,129961.51
2022-07-26,seasonal,8.32
2022-07-26,residual,-156.27
2022-07-27,actual,129813.57
2022-07-27,trend,130530.6
2022-07-27,seasonal,-1.32
2022-07-27,residual,-715.71
2022-07-28,actual,129813.57
2022-07-28,trend,131099.68
2022-07-28,seasonal,-10.84
2022-07-28,residual,-1275.27
2022-07-29,actual,129813.57
2022-07-29,trend,131668.77
2022-07-29,seasonal,-20.08
2022-07-29,residual,-1835.12
2022-07-30,actual,129813.57
2022-07-30,trend,132237.86
2022-07-30,seasonal,-28.31
2022-07-30,residual,-2395.98
2022-07-31,actual,135426.14
2022-07-31,trend,131283.78
2022-07-31,seasonal,27.86
2022-07-31,residual,4114.51
2022-08-01,actual,135426.14
2022-08-01,trend,130134.79
2022-08-01,seasonal,18.05
2022-08-01,residual,5273.3
2022-08-02,actual,135426.14
2022-08-02,trend,128985.8
2022-08-02,seasonal,8.32
2022-08-02,residual,6432.02
2022-08-03,actual,135426.14
2022-08-03,trend,127836.81
2022-08-03,seasonal,-1.32
2022-08-03,residual,7590.65
2022-08-04,actual,135426.14
2022-08-04,trend,126687.82
2022-08-04,seasonal,-10.84
2022-08-04,residual,8749.17
2022-08-05,actual,135426.14
2022-08-05,trend,125538.83
2022-08-05,seasonal,-20.08
2022-08-05,residual,9907.4
2022-08-06,actual,135426.14
2022-08-06,trend,124389.83
2022-08-06,seasonal,-28.31
2022-08-06,residual,11064.61
2022-08-07,actual,112578.71
2022-08-07,trend,122417.67
2022-08-07,seasonal,27.86
2022-08-07,residual,-9866.82
2022-08-08,actual,112578.71
2022-08-08,trend,120071.34
2022-08-08,seasonal,18.05
2022-08-08,residual,-7510.68
2022-08-09,actual,112578.71
2022-08-09,trend,117725.01
2022-08-09,seasonal,8.32
2022-08-09,residual,-5154.62
2022-08-10,actual,112578.71
2022-08-10,trend,115378.67
2022-08-10,seasonal,-1.32
2022-08-10,residual,-2798.64
2022-08-11,actual,112578.71
2022-08-11,trend,113032.34
2022-08-11,seasonal,-10.84
2022-08-11,residual,-442.79
2022-08-12,actual,112578.71
2022-08-12,trend,110686.01
2022-08-12,seasonal,-20.08
2022-08-12,residual,1912.79
2022-08-13,actual,112578.71
2022-08-13,trend,108339.67
2022-08-13,seasonal,-28.31
2022-08-13,residual,4267.34
2022-08-14,actual,100231.14
2022-08-14,trend,105453.41
2022-08-14,seasonal,27.86
2022-08-14,residual,-5250.12
2022-08-15,actual,100231.14
2022-08-15,trend,104090.3
2022-08-15,seasonal,18.05
2022-08-15,residual,-3877.22
2022-08-16,actual,100231.14
2022-08-16,trend,102727.2
2022-08-16,seasonal,8.32
2022-08-16,residual,-2504.38
2022-08-17,actual,100231.14
2022-08-17,trend,101364.09
2022-08-17,seasonal,-1.32
2022-08-17,residual,-1131.63
2022-08-18,actual,100231.14
2022-08-18,trend,100000.99
2022-08-18,seasonal,-10.84
2022-08-18,residual,240.99
2022-08-19,actual,100231.14
2022-08-19,trend,98637.88
2022-08-19,seasonal,-20.08
2022-08-19,residual,1613.34
2022-08-20,actual,100231.14
2022-08-20,trend,97274.78
2022-08-20,seasonal,-28.31
2022-08-20,residual,2984.67
2022-08-21,actual,92132.14
2022-08-21,trend,95582.19
2022-08-21,seasonal,27.86
2022-08-21,residual,-3477.9
2022-08-22,actual,92132.14
2022-08-22,trend,94712.77
2022-08-22,seasonal,18.05
2022-08-22,residual,-2598.68
2022-08-23,actual,92132.14
2022-08-23,trend,93843.35
2022-08-23,seasonal,8.32
2022-08-23,residual,-1719.53
2022-08-24,actual,92132.14
2022-08-24,trend,92973.93
2022-08-24,seasonal,-1.32
2022-08-24,residual,-840.47
2022-08-25,actual,92132.14
2022-08-25,trend,92104.51
2022-08-25,seasonal,-10.84
2022-08-25,residual,38.47
2022-08-26,actual,92132.14
2022-08-26,trend,91235.09
2022-08-26,seasonal,-20.08
2022-08-26,residual,917.13
2022-08-27,actual,92132.14
2022-08-27,trend,90365.68
2022-08-27,seasonal,-28.31
2022-08-27,residual,1794.77
2022-08-28,actual,87189.86
2022-08-28,trend,89210.87
2022-08-28,seasonal,27.86
2022-08-28,residual,-2048.86
2022-08-29,actual,87189.86
2022-08-29,trend,88595.99
2022-08-29,seasonal,18.05
2022-08-29,residual,-1424.19
2022-08-30,actual,87189.86
2022-08-30,trend,87981.11
2022-08-30,seasonal,8.32
2022-08-30,residual,-799.58
2022-08-31,actual,87189.86
2022-08-31,trend,87366.24
2022-08-31,seasonal,-1.32
2022-08-31,residual,-175.06
2022-09-01,actual,87189.86
2022-09-01,trend,86751.36
2022-09-01,seasonal,-10.84
2022-09-01,residual,449.34
2022-09-02,actual,87189.86
2022-09-02,trend,86136.49
2022-09-02,seasonal,-20.08
2022-09-02,residual,1073.46
2022-09-03,actual,87189.86
2022-09-03,trend,85521.61
2022-09-03,seasonal,-28.31
2022-09-03,residual,1696.55
2022-09-04,actual,82909.0
2022-09-04,trend,83660.51
2022-09-04,seasonal,27.86
2022-09-04,residual,-779.36
2022-09-05,actual,82909.0
2022-09-05,trend,82128.89
2022-09-05,seasonal,18.05
2022-09-05,residual,762.06
2022-09-06,actual,82909.0
2022-09-06,trend,80597.27
2022-09-06,seasonal,8.32
2022-09-06,residual,2303.41
2022-09-07,actual,82909.0
2022-09-07,trend,79065.65
2022-09-07,seasonal,-1.32
2022-09-07,residual,3844.67
2022-09-08,actual,82909.0
2022-09-08,trend,77534.03
2022-09-08,seasonal,-10.84
2022-09-08,residual,5385.81
2022-09-09,actual,82909.0
2022-09-09,trend,76002.41
2022-09-09,seasonal,-20.08
2022-09-09,residual,6926.67
2022-09-10,actual,82909.0
2022-09-10,trend,74470.79
2022-09-10,seasonal,-28.31
2022-09-10,residual,8466.52
2022-09-11,actual,64215.57
2022-09-11,trend,72533.38
2022-09-11,seasonal,27.86
2022-09-11,residual,-8345.67
2022-09-12,actual,64215.57
2022-09-12,trend,70881.36
2022-09-12,seasonal,18.05
2022-09-12,residual,-6683.85
2022-09-13,actual,64215.57
2022-09-13,trend,69229.34
2022-09-13,seasonal,8.32
2022-09-13,residual,-5022.09
2022-09-14,actual,64215.57
2022-09-14,trend,67577.32
2022-09-14,seasonal,-1.32
2022-09-14,residual,-3360.43
2022-09-15,actual,64215.57
2022-09-15,trend,65925.3
2022-09-15,seasonal,-10.84
2022-09-15,residual,-1698.89
2022-09-16,actual,64215.57
2022-09-16,trend,64273.28
2022-09-16,seasonal,-20.08
2022-09-16,residual,-37.63
2022-09-17,actual,64215.57
2022-09-17,trend,62621.26
2022-09-17,seasonal,-28.31
2022-09-17,residual,1622.61
2022-09-18,actual,58128.71
2022-09-18,trend,60605.66
2022-09-18,seasonal,27.86
2022-09-18,residual,-2504.81
2022-09-19,actual,58128.71
2022-09-19,trend,59836.29
2022-09-19,seasonal,18.05
2022-09-19,residual,-1725.64
2022-09-20,actual,58128.71
2022-09-20,trend,59066.92
2022-09-20,seasonal,8.32
2022-09-20,residual,-946.53
2022-09-21,actual,58128.71
2022-09-21,trend,58297.55
2022-09-21,seasonal,-1.32
2022-09-21,residual,-167.52
2022-09-22,actual,58128.71
2022-09-22,trend,57528.18
2022-09-22,seasonal,-10.84
2022-09-22,residual,611.37
2022-09-23,actual,58128.71
2022-09-23,trend,56758.81
2022-09-23,seasonal,-20.08
2022-09-23,residual,1389.99
2022-09-24,actual,58128.71
2022-09-24,trend,55989.44
2022-09-24,seasonal,-28.31
2022-09-24,residual,2167.58
2022-09-25,actual,52675.0
2022-09-25,trend,54767.77
2022-09-25,seasonal,27.86
2022-09-25,residual,-2120.63
2022-09-26,actual,52675.0
2022-09-26,trend,53951.89
2022-09-26,seasonal,18.05
2022-09-26,residual,-1294.95
2022-09-27,actual,52675.0
2022-09-27,trend,53136.02
2022-09-27,seasonal,8.32
2022-09-27,residual,-469.34
2022-09-28,actual,52675.0
2022-09-28,trend,52320.14
2022-09-28,seasonal,-1.32
2022-09-28,residual,356.18
2022-09-29,actual,52675.0
2022-09-29,trend,51504.27
2022-09-29,seasonal,-10.84
2022-09-29,residual,1181.58
2022-09-30,actual,52675.0
2022-09-30,trend,50688.39
2022-09-30,seasonal,-20.08
2022-09-30,residual,2006.69
2022-10-01,actual,52675.0
2022-10-01,trend,49872.51
2022-10-01,seasonal,-28.31
2022-10-01,residual,2830.79
2022-10-02,actual,45890.57
2022-10-02,trend,48669.49
2022-10-02,seasonal,27.86
2022-10-02,residual,-2806.78
2022-10-03,actual,45890.57
2022-10-03,trend,47830.06
2022-10-03,seasonal,18.05
2022-10-03,residual,-1957.54
2022-10-04,actual,45890.57
2022-10-04,trend,46990.62
2022-10-04,seasonal,8.32
2022-10-04,residual,-1108.37
2022-10-05,actual,45890.57
2022-10-05,trend,46151.18
2022-10-05,seasonal,-1.32
2022-10-05,residual,-259.29
2022-10-06,actual,45890.57
2022-10-06,trend,45311.74
2022-10-06,seasonal,-10.84
2022-10-06,residual,589.67
2022-10-07,actual,45890.57
2022-10-07,trend,44472.3
2022-10-07,seasonal,-20.08
2022-10-07,residual,1438.35
2022-10-08,actual,45890.57
2022-10-08,trend,43632.87
2022-10-08,seasonal,-28.31
2022-10-08,residual,2286.01
2022-10-09,actual,40083.43
2022-10-09,trend,42514.34
2022-10-09,seasonal,27.86
2022-10-09,residual,-2458.77
2022-10-10,actual,40083.43
2022-10-10,trend,41848.11
2022-10-10,seasonal,18.05
2022-10-10,residual,-1782.74
2022-10-11,actual,40083.43
2022-10-11,trend,41181.89
2022-10-11,seasonal,8.32
2022-10-11,residual,-1106.78
2022-10-12,actual,40083.43
2022-10-12,trend,40515.66
2022-10-12,seasonal,-1.32
2022-10-12,residual,-430.91
2022-10-13,actual,40083.43
2022-10-13,trend,39849.43
2022-10-13,seasonal,-10.84
2022-10-13,residual,244.84
2022-10-14,actual,40083.43
2022-10-14,trend,39183.2
2022-10-14,seasonal,-20.08
2022-10-14,residual,920.31
2022-10-15,actual,40083.43
2022-10-15,trend,38516.97
2022-10-15,seasonal,-28.31
2022-10-15,residual,1594.76
2022-10-16,actual,35897.14
2022-10-16,trend,38159.83
2022-10-16,seasonal,27.86
2022-10-16,residual,-2290.54
2022-10-17,actual,35897.14
2022-10-17,trend,38189.83
2022-10-17,seasonal,18.05
2022-10-17,residual,-2310.74
2022-10-18,actual,35897.14
2022-10-18,trend,38219.83
2022-10-18,seasonal,8.32
2022-10-18,residual,-2331.01
2022-10-19,actual,35897.14
2022-10-19,trend,38249.83
2022-10-19,seasonal,-1.32
2022-10-19,residual,-2351.37
2022-10-20,actual,35897.14
2022-10-20,trend,38279.83
2022-10-20,seasonal,-10.84
2022-10-20,residual,-2371.85
2022-10-21,actual,35897.14
2022-10-21,trend,38309.83
2022-10-21,seasonal,-20.08
2022-10-21,residual,-2392.61
2022-10-22,actual,35897.14
2022-10-22,trend,38339.83
2022-10-22,seasonal,-28.31
2022-10-22,residual,-2414.38
2022-10-23,actual,40533.43
2022-10-23,trend,38097.66
2022-10-23,seasonal,27.86
2022-10-23,residual,2407.92
2022-10-24,actual,40533.43
2022-10-24,trend,38134.57
2022-10-24,seasonal,18.05
2022-10-24,residual,2380.8
2022-10-25,actual,40533.43
2022-10-25,trend,38171.49
2022-10-25,seasonal,8.32
2022-10-25,residual,2353.62
2022-10-26,actual,40533.43
2022-10-26,trend,38208.4
2022-10-26,seasonal,-1.32
2022-10-26,residual,2326.35
2022-10-27,actual,40533.43
2022-10-27,trend,38245.32
2022-10-27,seasonal,-10.84
2022-10-27,residual,2298.96
2022-10-28,actual,40533.43
2022-10-28,trend,38282.23
2022-10-28,seasonal,-20.08
2022-10-28,residual,2271.28
2022-10-29,actual,40533.43
2022-10-29,trend,38319.14
2022-10-29,seasonal,-28.31
2022-10-29,residual,2242.59
2022-10-30,actual,36450.86
2022-10-30,trend,38471.75
2022-10-30,seasonal,27.86
2022-10-30,residual,-2048.75
2022-10-31,actual,36450.86
2022-10-31,trend,38315.28
2022-10-31,seasonal,18.05
2022-10-31,residual,-1882.47
2022-11-01,actual,36450.86
2022-11-01,trend,38158.8
2022-11-01,seasonal,8.32
2022-11-01,residual,-1716.27
2022-11-02,actual,36450.86
2022-11-02,trend,38002.33
2022-11-02,seasonal,-1.32
2022-11-02,residual,-1550.15
2022-11-03,actual,36450.86
2022-11-03,trend,37845.85
2022-11-03,seasonal,-10.84
2022-11-03,residual,-1384.15
2022-11-04,actual,36450.86
2022-11-04,trend,37689.37
2022-11-04,seasonal,-20.08
2022-11-04,residual,-1218.43
2022-11-05,actual,36450.86
2022-11-05,trend,37532.9
2022-11-05,seasonal,-28.31
2022-11-05,residual,-1053.73
2022-11-06,actual,38186.29
2022-11-06,trend,37524.93
2022-11-06,seasonal,27.86
2022-11-06,residual,633.51
2022-11-07,actual,38186.29
2022-11-07,trend,37789.13
2022-11-07,seasonal,18.05
2022-11-07,residual,379.11
2022-11-08,actual,38186.29
2022-11-08,trend,38053.33
2022-11-08,seasonal,8.32
2022-11-08,residual,124.64
2022-11-09,actual,38186.29
2022-11-09,trend,38317.53
2022-11-09,seasonal,-1.32
2022-11-09,residual,-129.92
2022-11-10,actual,38186.29
2022-11-10,trend,38581.73
2022-11-10,seasonal,-10.84
2022-11-10,residual,-384.6
2022-11-11,actual,38186.29
2022-11-11,trend,38845.93
2022-11-11,seasonal,-20.08
2022-11-11,residual,-639.55
2022-11-12,actual,38186.29
2022-11-12,trend,39110.13
2022-11-12,seasonal,-28.31
2022-11-12,residual,-895.53
2022-11-13,actual,40413.86
2022-11-13,trend,39298.97
2022-11-13,seasonal,27.86
2022-11-13,residual,1087.04
2022-11-14,actual,40413.86
2022-11-14,trend,39372.11
2022-11-14,seasonal,18.05
2022-11-14,residual,1023.7
2022-11-15,actual,40413.86
2022-11-15,trend,39445.25
2022-11-15,seasonal,8.32
2022-11-15,residual,960.29
2022-11-16,actual,40413.86
2022-11-16,trend,39518.39
2022-11-16,seasonal,-1.32
2022-11-16,residual,896.79
2022-11-17,actual,40413.86
2022-11-17,trend,39591.54
2022-11-17,seasonal,-10.84
2022-11-17,residual,833.17
2022-11-18,actual,40413.86
2022-11-18,trend,39664.68
2022-11-18,seasonal,-20.08
2022-11-18,residual,769.26
2022-11-19,actual,40413.86
2022-11-19,trend,39737.82
2022-11-19,seasonal,-28.31
2022-11-19,residual,704.34
2022-11-20,actual,39283.43
2022-11-20,trend,40050.84
2022-11-20,seasonal,27.86
2022-11-20,residual,-795.27
2022-11-21,actual,39283.43
2022-11-21,trend,40215.35
2022-11-21,seasonal,18.05
2022-11-21,residual,-949.98
2022-11-22,actual,39283.43
2022-11-22,trend,40379.87
2022-11-22,seasonal,8.32
2022-11-22,residual,-1104.76
2022-11-23,actual,39283.43
2022-11-23,trend,40544.38
2022-11-23,seasonal,-1.32
2022-11-23,residual,-1259.63
2022-11-24,actual,39283.43
2022-11-24,trend,40708.9
2022-11-24,seasonal,-10.84
2022-11-24,residual,-1414.62
2022-11-25,actual,39283.43
2022-11-25,trend,40873.41
2022-11-25,seasonal,-20.08
2022-11-25,residual,-1569.9
2022-11-26,actual,39283.43
2022-11-26,trend,41037.92
2022-11-26,seasonal,-28.31
2022-11-26,residual,-1726.19
2022-11-27,actual,42881.57
2022-11-27,trend,41225.56
2022-11-27,seasonal,27.86
2022-11-27,residual,1628.15
2022-11-28,actual,42881.57
2022-11-28,trend,41488.56
2022-11-28,seasonal,18.05
2022-11-28,residual,1374.95
2022-11-29,actual,42881.57
2022-11-29,trend,41751.56
2022-11-29,seasonal,8.32
2022-11-29,residual,1121.69
2022-11-30,actual,42881.57
2022-11-30,trend,42014.56
2022-11-30,seasonal,-1.32
2022-11-30,residual,868.33
2022-12-01,actual,42881.57
2022-12-01,trend,42277.56
2022-12-01,seasonal,-10.84
2022-12-01,residual,614.85
2022-12-02,actual,42881.57
2022-12-02,trend,42540.56
2022-12-02,seasonal,-20.08
2022-12-02,residual,361.09
2022-12-03,actual,42881.57
2022-12-03,trend,42803.56
2022-12-03,seasonal,-28.31
2022-12-03,residual,106.31
2022-12-04,actual,43228.43
2022-12-04,trend,44586.79
2022-12-04,seasonal,27.86
2022-12-04,residual,-1386.22
2022-12-05,actual,43228.43
2022-12-05,trend,46130.14
2022-12-05,seasonal,18.05
2022-12-05,residual,-2919.77
2022-12-06,actual,43228.43
2022-12-06,trend,47673.5
2022-12-06,seasonal,8.32
2022-12-06,residual,-4453.39
2022-12-07,actual,43228.43
2022-12-07,trend,49216.85
2022-12-07,seasonal,-1.32
2022-12-07,residual,-5987.1
2022-12-08,actual,43228.43
2022-12-08,trend,50760.2
2022-12-08,seasonal,-10.84
2022-12-08,residual,-7520.93
2022-12-09,actual,43228.43
2022-12-09,trend,52303.55
2022-12-09,seasonal,-20.08
2022-12-09,residual,-9055.04
2022-12-10,actual,43228.43
2022-12-10,trend,53846.91
2022-12-10,seasonal,-28.31
2022-12-10,residual,-10590.17
2022-12-11,actual,66031.86
2022-12-11,trend,55235.89
2022-12-11,seasonal,27.86
2022-12-11,residual,10768.12
2022-12-12,actual,66031.86
2022-12-12,trend,56601.75
2022-12-12,seasonal,18.05
2022-12-12,residual,9412.06
2022-12-13,actual,66031.86
2022-12-13,trend,57967.6
2022-12-13,seasonal,8.32
2022-12-13,residual,8055.93
2022-12-14,actual,66031.86
2022-12-14,trend,59333.46
2022-12-14,seasonal,-1.32
2022-12-14,residual,6699.72
2022-12-15,actual,66031.86
2022-12-15,trend,60699.32
2022-12-15,seasonal,-10.84
2022-12-15,residual,5343.38
2022-12-16,actual,66031.86
2022-12-16,trend,62065.17
2022-12-16,seasonal,-20.08
2022-12-16,residual,3986.77
2022-12-17,actual,66031.86
2022-12-17,trend,63431.03
2022-12-17,seasonal,-28.31
2022-12-17,residual,2629.13
2022-12-18,actual,63716.29
2022-12-18,trend,65387.32
2022-12-18,seasonal,27.86
2022-12-18,residual,-1698.88
2022-12-19,actual,63716.29
2022-12-19,trend,65823.37
2022-12-19,seasonal,18.05
2022-12-19,residual,-2125.14
2022-12-20,actual,63716.29
2022-12-20,trend,66259.43
2022-12-20,seasonal,8.32
2022-12-20,residual,-2551.46
2022-12-21,actual,63716.29
2022-12-21,trend,66695.49
2022-12-21,seasonal,-1.32
2022-12-21,residual,-2977.88
2022-12-22,actual,63716.29
2022-12-22,trend,67131.54
2022-12-22,seasonal,-10.84
2022-12-22,residual,-3404.41
2022-12-23,actual,63716.29
2022-12-23,trend,67567.6
2022-12-23,seasonal,-20.08
2022-12-23,residual,-3831.23
2022-12-24,actual,63716.29
2022-12-24,trend,68003.66
2022-12-24,seasonal,-28.31
2022-12-24,residual,-4259.06
2022-12-25,actual,72572.71
2022-12-25,trend,67336.8
2022-12-25,seasonal,27.86
2022-12-25,residual,5208.05
2022-12-26,actual,72572.71
2022-12-26,trend,66824.31
2022-12-26,seasonal,18.05
2022-12-26,residual,5730.34
2022-12-27,actual,72572.71
2022-12-27,trend,66311.83
2022-12-27,seasonal,8.32
2022-12-27,residual,6252.56
2022-12-28,actual,72572.71
2022-12-28,trend,65799.34
2022-12-28,seasonal,-1.32
2022-12-28,residual,6774.69
2022-12-29,actual,72572.71
2022-12-29,trend,65286.86
2022-12-29,seasonal,-10.84
2022-12-29,residual,7296.7
2022-12-30,actual,72572.71
2022-12-30,trend,64774.37
2022-12-30,seasonal,-20.08
2022-12-30,residual,7818.42
2022-12-31,actual,72572.71
2022-12-31,trend,64261.88
2022-12-31,seasonal,-28.31
2022-12-31,residual,8339.13
2023-01-01,actual,56029.0
2023-01-01,trend,64506.65
2023-01-01,seasonal,27.86
2023-01-01,residual,-8505.5
2023-01-02,actual,56029.0
2023-01-02,trend,64160.98
2023-01-02,seasonal,18.05
2023-01-02,residual,-8150.03
2023-01-03,actual,56029.0
2023-01-03,trend,63815.31
2023-01-03,seasonal,8.32
2023-01-03,residual,-7794.63
2023-01-04,actual,56029.0
2023-01-04,trend,63469.65
2023-01-04,seasonal,-1.32
2023-01-04,residual,-7439.33
2023-01-05,actual,56029.0
2023-01-05,trend,63123.98
2023-01-05,seasonal,-10.84
2023-01-05,residual,-7084.14
2023-01-06,actual,56029.0
2023-01-06,trend,62778.31
2023-01-06,seasonal,-20.08
2023-01-06,residual,-6729.23
2023-01-07,actual,56029.0
2023-01-07,trend,62432.65
2023-01-07,seasonal,-28.31
2023-01-07,residual,-6375.34
2023-01-08,actual,67387.71
2023-01-08,trend,61862.01
2023-01-08,seasonal,27.86
2023-01-08,residual,5497.85
2023-01-09,actual,67387.71
2023-01-09,trend,62394.28
2023-01-09,seasonal,18.05
2023-01-09,residual,4975.37
2023-01-10,actual,67387.71
2023-01-10,trend,62926.56
2023-01-10,seasonal,8.32
2023-01-10,residual,4452.83
2023-01-11,actual,67387.71
2023-01-11,trend,63458.84
2023-01-11,seasonal,-1.32
2023-01-11,residual,3930.19
2023-01-12,actual,67387.71
2023-01-12,trend,63991.11
2023-01-12,seasonal,-10.84
2023-01-12,residual,3407.44
2023-01-13,actual,67387.71
2023-01-13,trend,64523.39
2023-01-13,seasonal,-20.08
2023-01-13,residual,2884.41
2023-01-14,actual,67387.71
2023-01-14,trend,65055.66
2023-01-14,seasonal,-28.31
2023-01-14,residual,2360.35
2023-01-15,actual,64013.14
2023-01-15,trend,64253.97
2023-01-15,seasonal,27.86
2023-01-15,residual,-268.68
2023-01-16,actual,64013.14
2023-01-16,trend,62695.03
2023-01-16,seasonal,18.05
2023-01-16,residual,1300.06
2023-01-17,actual,64013.14
2023-01-17,trend,61136.08
2023-01-17,seasonal,8.32
2023-01-17,residual,2868.73
2023-01-18,actual,64013.14
2023-01-18,trend,59577.14
2023-01-18,seasonal,-1.32
2023-01-18,residual,4437.32
2023-01-19,actual,64013.14
2023-01-19,trend,58018.2
2023-01-19,seasonal,-10.84
2023-01-19,residual,6005.78
2023-01-20,actual,64013.14
2023-01-20,trend,56459.25
2023-01-20,seasonal,-20.08
2023-01-20,residual,7573.97
2023-01-21,actual,64013.14
2023-01-21,trend,54900.31
2023-01-21,seasonal,-28.31
2023-01-21,residual,9141.13
2023-01-22,actual,44003.57
2023-01-22,trend,53216.06
2023-01-22,seasonal,27.86
2023-01-22,residual,-9240.34
2023-01-23,actual,44003.57
2023-01-23,trend,51756.77
2023-01-23,seasonal,18.05
2023-01-23,residual,-7771.25
2023-01-24,actual,44003.57
2023-01-24,trend,50297.48
2023-01-24,seasonal,8.32
2023-01-24,residual,-6302.24
2023-01-25,actual,44003.57
2023-01-25,trend,48838.2
2023-01-25,seasonal,-1.32
2023-01-25,residual,-4833.31
2023-01-26,actual,44003.57
2023-01-26,trend,47378.91
2023-01-26,seasonal,-10.84
2023-01-26,residual,-3364.5
2023-01-27,actual,44003.57
2023-01-27,trend,45919.63
2023-01-27,seasonal,-20.08
2023-01-27,residual,-1895.98
2023-01-28,actual,44003.57
2023-01-28,trend,44460.34
2023-01-28,seasonal,-28.31
2023-01-28,residual,-428.47
2023-01-29,actual,42123.86
2023-01-29,trend,42910.91
2023-01-29,seasonal,27.86
2023-01-29,residual,-814.91
2023-01-30,actual,42123.86
2023-01-30,trend,42695.46
2023-01-30,seasonal,18.05
2023-01-30,residual,-589.65
2023-01-31,actual,42123.86
2023-01-31,trend,42480.0
2023-01-31,seasonal,8.32
2023-01-31,residual,-364.46
2023-02-01,actual,42123.86
2023-02-01,trend,42264.54
2023-02-01,seasonal,-1.32
2023-02-01,residual,-139.36
2023-02-02,actual,42123.86
2023-02-02,trend,42049.09
2023-02-02,seasonal,-10.84
2023-02-02,residual,85.62
2023-02-03,actual,42123.86
2023-02-03,trend,41833.63
2023-02-03,seasonal,-20.08
2023-02-03,residual,310.31
2023-02-04,actual,42123.86
2023-02-04,trend,41618.17
2023-02-04,seasonal,-28.31
2023-02-04,residual,533.99
2023-02-05,actual,40771.71
2023-02-05,trend,41334.39
2023-02-05,seasonal,27.86
2023-02-05,residual,-590.54
2023-02-06,actual,40771.71
2023-02-06,trend,41175.92
2023-02-06,seasonal,18.05
2023-02-06,residual,-422.27
2023-02-07,actual,40771.71
2023-02-07,trend,41017.46
2023-02-07,seasonal,8.32
2023-02-07,residual,-254.07
2023-02-08,actual,40771.71
2023-02-08,trend,40858.99
2023-02-08,seasonal,-1.32
2023-02-08,residual,-85.96
2023-02-09,actual,40771.71
2023-02-09,trend,40700.52
2023-02-09,seasonal,-10.84
2023-02-09,residual,82.03
2023-02-10,actual,40771.71
2023-02-10,trend,40542.06
2023-02-10,seasonal,-20.08
2023-02-10,residual,249.74
2023-02-11,actual,40771.71
2023-02-11,trend,40383.59
2023-02-11,seasonal,-28.31
2023-02-11,residual,416.43
2023-02-12,actual,39746.86
2023-02-12,trend,39997.92
2023-02-12,seasonal,27.86
2023-02-12,residual,-278.92
2023-02-13,actual,39746.86
2023-02-13,trend,39702.4
2023-02-13,seasonal,18.05
2023-02-13,residual,26.41
2023-02-14,actual,39746.86
2023-02-14,trend,39406.88
2023-02-14,seasonal,8.32
2023-02-14,residual,331.66
2023-02-15,actual,39746.86
2023-02-15,trend,39111.35
2023-02-15,seasonal,-1.32
2023-02-15,residual,636.83
2023-02-16,actual,39746.86
2023-02-16,trend,38815.83
